imsi	source_file	charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	activation_event_time	pre_status	next_status	desc_log	description	event_to_excel_start_days	rn
083901144085966912	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	12.000000000000	43.000000000000	18.428571428571	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085967793	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	15.000000000000	43.000000000000	23.035714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901144085968792	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-24	2026-02-24	2026-03-03	8.000000000000	43.000000000000	12.285714285714	02/24/2026 01:25:47	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901516061020324	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-21	2026-02-21	2026-03-17	25.000000000000	43.000000000000	38.392857142857	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	20	1
083901516061020550	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-27	2026-02-27	2026-03-03	14.000000000000	43.000000000000	21.500000000000	02/08/2026 22:13:24	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	19	1
083901516061020825	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-03	18.000000000000	43.000000000000	27.642857142857	02/08/2026 22:13:24	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	18	1
083901516061021445	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-27	2026-02-27	2026-03-19	21.000000000000	43.000000000000	32.250000000000	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	26	1
083901516061022129	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-27	2026-02-27	2026-03-19	21.000000000000	43.000000000000	32.250000000000	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	26	1
083901516061023237	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-02	12.000000000000	43.000000000000	18.428571428571	02/08/2026 22:13:24	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	18	1
083901516061023466	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-02	23.000000000000	43.000000000000	35.321428571429	02/08/2026 22:13:24	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	18	1
083901516061025288	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-17	2026-02-17	2026-03-05	17.000000000000	62.000000000000	37.642857142857	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	9	1
083901516061026721	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-17	2026-02-17	2026-03-05	17.000000000000	62.000000000000	37.642857142857	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	9	1
083901516061026997	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-14	2026-02-14	2026-02-27	18.000000000000	62.000000000000	36.000000000000	02/14/2026 00:11:43	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
083901516061028076	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-15	18.000000000000	43.000000000000	27.642857142857	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	25	1
083901516061028407	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-20	23.000000000000	43.000000000000	35.321428571429	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	25	1
083901516061029028	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-18	2026-02-18	2026-03-04	18.000000000000	62.000000000000	39.857142857143	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	10	1
083901516061029985	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-20	23.000000000000	43.000000000000	35.321428571429	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	25	1
083901516061120238	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-28	2026-02-28	2026-03-02	3.000000000000	62.000000000000	6.642857142857	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	20	1
083901516061120248	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-21	2026-02-21	2026-03-04	12.000000000000	62.000000000000	26.571428571429	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	13	1
083901516061121680	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-13	2026-02-13	2026-03-04	20.000000000000	62.000000000000	44.285714285714	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	5	1
083901516061121772	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-17	2026-02-17	2026-03-05	17.000000000000	62.000000000000	37.642857142857	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	9	1
083901516061122365	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-26	2026-02-26	2026-03-20	23.000000000000	43.000000000000	35.321428571429	02/01/2026 20:07:10	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	25	1
083901516061122776	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-19	2026-02-19	2026-03-04	14.000000000000	62.000000000000	31.000000000000	02/08/2026 22:08:29	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	11	1
083901516061122975	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	New Activation: Prorated-in Charge	2026-02-14	2026-02-14	2026-02-21	25.000000000000	62.000000000000	50.000000000000	02/14/2026 00:11:43	白卡	激活	人工变更-激活	SIM卡激活,派卡引擎刷新数据-成功	0	1
